77.235.215.195,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1614350190662514371 1614350191663508614 1614350192664761096 1614350193658188723 1614350194684383545 1614350195656956264 1614350196661694883 1614350197682503510 1614350198675956649 1614350199663111908 1614350200665442387 1614350201701211041 1614350202698155847 1614350203662391248 1614350204694245199 1614350205663535786 1614350206669429993 1614350207666119460 1614350208669492556 1614350209675966226 1614350210672461362 1614350211665296703 1614350212705413157 1614350213668455645 1614350214674154671 1614350215700939569 1614350216675873553 1614350217670871662 1614350218676311174 1614350219675581710 1614350220682170802 1614350221689761613 1614350222678280648 1614350223697358908 1614350224685422974 1614350225678299662 1614350226700870702 1614350227675667734 1614350228683349158 1614350229681009734 1614350230683208111 1614350231689840542 1614350232684291349 1614350233697934984 1614350234694627697 1614350235679149157 1614350236682128894 1614350237678505253 1614350238684644300 1614350239696756875 1614350240685304046 1614350241678637949 1614350242688436945 1614350243699432663 1614350244714041419 1614350245689532749 1614350246709464107 1614350247686308936 1614350248703065925 1614350249701796811 1614350250696671697 1614350251688923861 1614350252707471316 1614350253691745816 1614350254697529402 1614350255693255208 1614350256698886003 1614350257700379824 1614350258711465601 1614350259726305255 1614350260708820349 1614350261727475740 1614350262709889459 1614350263705674631 1614350264730613442 1614350265705758546 1614350266712666552 1614350267720341013 1614350268712389466 1614350269716018666 1614350270722414782 1614350271723392859 1614350272730432475 1614350273721273112 1614350274747736666 1614350275728327364 1614350276730997316 1614350277733542271 1614350278734829216 1614350279735317178 1614350280755360840 1614350281735507020 1614350282741384105 1614350283741760126 1614350284737852572 1614350285734834819 1614350286735356418 1614350287750852896 1614350288740712460 1614350289755274047],0
185.191.176.170,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1614350951679258283 1614350952678725721 1614350953679687339 1614350954680056451 1614350955679381699 1614350956681572447 1614350957679990643 1614350958681699683 1614350959680595684 1614350960688669131 1614350961682447590 1614350962681874774 1614350963691693970 1614350964682434878 1614350965682820691 1614350966682165745 1614350967683433829 1614350968683013599 1614350969686297255 1614350970684324647 1614350971685070396 1614350972684355503 1614350973690440664 1614350974685999608 1614350975686446795 1614350976686441104 1614350977697673239 1614350978695773898 1614350979696356379 1614350980695170177 1614350981695156562 1614350982696090235 1614350983697348528 1614350984698346659 1614350985704633693 1614350986705639028 1614350987699491331 1614350988701629945 1614350989702126549 1614350990700970919 1614350991702247337 1614350992702207470 1614350993703087718 1614350994702540462 1614350995702921710 1614350996702575072 1614350997703357377 1614350998703779894 1614350999703522534 1614351000704712533 1614351001703379884 1614351002703816833 1614351003705300843 1614351004705761161 1614351005709080731 1614351006708623067 1614351007712264022 1614351008712450386 1614351009711806035 1614351010715686348 1614351011716761797 1614351012716203085 1614351013715590546 1614351014716788103 1614351015718637754 1614351016716866859 1614351017716047122 1614351018720508994 1614351019716616213 1614351020718040385 1614351021719917842 1614351022719237993 1614351023725718924 1614351024721125892 1614351025722123972 1614351026724702538 1614351027721741520 1614351028722053179 1614351029727831762 1614351030723845222 1614351031723205593 1614351032724214271 1614351033723074215 1614351034724131544 1614351035723456951 1614351036723499223 1614351037727184141 1614351038726407666 1614351039725523810 1614351040726164684 1614351041725775331 1614351042731514349 1614351043727230877 1614351044726988054 1614351045726968788 1614351046726880705 1614351047726285710 1614351048727913029 1614351049737058452 1614351050738705252],0
87.117.138.94,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1614352141126313144 1614352142128014087 1614352143127390861 1614352144134779419 1614352145127823698 1614352146134358860 1614352147128152023 1614352148134231508 1614352149134081416 1614352150134187238 1614352151140609079 1614352152135211078 1614352153135192750 1614352154137180321 1614352155143610879 1614352156137921389 1614352157136513062 1614352158138195275 1614352159137711609 1614352160139162254 1614352161142851224 1614352162140049044 1614352163139208519 1614352164140966329 1614352165140108938 1614352166141832956 1614352167140940497 1614352168142951160 1614352169141434097 1614352170143662996 1614352171144120896 1614352172144903167 1614352173143561492 1614352174148382950 1614352175147983499 1614352176156246972 1614352177155871324 1614352178157890963 1614352179156720844 1614352180158058250 1614352181164338247 1614352182158449252 1614352183157296717 1614352184158712943 1614352185157373207 1614352186158650416 1614352187157875629 1614352188159842158 1614352189158302452 1614352190159497961 1614352191158193985 1614352192159526285 1614352193163759869 1614352194159884321 1614352195159101392 1614352196174483144 1614352197165171279 1614352198167366129 1614352199166936990 1614352200171613755 1614352201170682920 1614352202172611650 1614352203170899627 1614352204172326689 1614352205171693014 1614352206179221641 1614352207173559526 1614352208176287277 1614352209175290278 1614352210177701269 1614352211176146223 1614352212177912823 1614352213183241717 1614352214179688411 1614352215177719104 1614352216179428568 1614352217179829979 1614352218184753169 1614352219184800547 1614352220188112480 1614352221186463119 1614352222188616569 1614352223187072716 1614352224189971048 1614352225190906141 1614352226196085489 1614352227194718352 1614352228197469205 1614352229196932660 1614352230198357458 1614352231198438967 1614352232200124483 1614352233198625293 1614352234201747630 1614352235198861575 1614352236200570772 1614352237199106042 1614352238200651456 1614352239199341181 1614352240201434709],0
104.36.243.54,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1614356399723126227 1614356400705854151 1614356401707583889 1614356402706551714 1614356403707350922 1614356404710993187 1614356405711641117 1614356406711350324 1614356407713533566 1614356408720927063 1614356409714900547 1614356410714815451 1614356411716805469 1614356412715817177 1614356413719067552 1614356414719515217 1614356415719947424 1614356416719616391 1614356417721399351 1614356418720366930 1614356419722401989 1614356420723217459 1614356421723705986 1614356422723155720 1614356423726185873 1614356424726028434 1614356425734790164 1614356426734415359 1614356427736047116 1614356428735084436 1614356429739045218 1614356430736787373 1614356431740944046 1614356432738316498 1614356433738492257 1614356434744119975 1614356435745237748 1614356436743519283 1614356437744561298 1614356438743858721 1614356439744417198 1614356440744592895 1614356441747049364 1614356442744210661 1614356443746759853 1614356444745813956 1614356445746108430 1614356446745813875 1614356447748638531 1614356448747337412 1614356449748402689 1614356450747595020 1614356451749821149 1614356452748485867 1614356453750453088 1614356454749956035 1614356455751295142 1614356456750988157 1614356457752786109 1614356458752093323 1614356459752968576 1614356460752882127 1614356461762239053 1614356462763525249 1614356463759301609 1614356464775541087 1614356465772859667 1614356466773508873 1614356467774648970 1614356468778673051 1614356469773677293 1614356470774040076 1614356471774222636 1614356472773396585 1614356473777789348 1614356474773965335 1614356475775296018 1614356476775120591 1614356477775417311 1614356478775633528 1614356479779534023 1614356480780011928 1614356481779369375 1614356482779556656 1614356483780741767 1614356484779873565 1614356485790262154 1614356486783669079 1614356487783625611 1614356488783779892 1614356489784314772 1614356490784802498 1614356491785586254 1614356492785398564 1614356493790821588 1614356494795476917 1614356495794467731 1614356496793781568 1614356497794161583 1614356498798367283],0
36.38.18.94,[4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660],[1614364894634007771 1614364895630157752 1614364896616589711 1614364897628161825 1614364898618673807 1614364899624746201 1614364900619427348 1614364901630763852 1614364902628241213 1614364903637421327 1614364904623402481 1614364905631613491 1614364906619841759 1614364907628553115 1614364908624126703 1614364909628073269 1614364910624810910 1614364911634279264 1614364912631715781 1614364913634624957 1614364914623010065 1614364915637788343 1614364916627604024 1614364917633571836 1614364918632105896 1614364919635485652 1614364920638336994 1614364921643854828 1614364922634468627 1614364923644025875 1614364924630958875 1614364925643007074 1614364926633094516 1614364927647096077 1614364928641721865 1614364929646869888 1614364930641446321 1614364931643397197 1614364932640120849 1614364933649391310 1614364934648056334 1614364935645857099 1614364936646310095 1614364937650150561 1614364938660795359 1614364939651977688 1614364940655402886 1614364941662775478 1614364942651454795 1614364943668918725 1614364944664031519 1614364945676116081 1614364946659649097 1614364947675946369 1614364948678097994 1614364949669613674 1614364950664403473 1614364951666217522 1614364952669974548 1614364953678916569 1614364954665314643 1614364955672801311 1614364956667284502 1614364957684581455 1614364958676154690 1614364959681671960 1614364960667823248 1614364961677959521 1614364962664915150 1614364963675363215 1614364964664822341 1614364965678499375 1614364966680705772 1614364967682623926 1614364968688940319 1614364969687088708 1614364970696219219 1614364971694426200 1614364972693554751 1614364973693383444 1614364974692324946 1614364975693867302 1614364976686180876 1614364977695063468 1614364978691665879 1614364979696535090 1614364980690775696 1614364981696992575 1614364982693070243 1614364983703991928 1614364984691785668 1614364985703214054 1614364986700323876 1614364987705039626 1614364988694669588 1614364989705937076 1614364990705504393 1614364991698047564 1614364992698519226 1614364993702458006],0
36.38.18.94,[4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660],[1614364894634007771 1614364895630157752 1614364896616589711 1614364897628161825 1614364898618673807 1614364899624746201 1614364900619427348 1614364901630763852 1614364902628241213 1614364903637421327 1614364904623402481 1614364905631613491 1614364906619841759 1614364907628553115 1614364908624126703 1614364909628073269 1614364910624810910 1614364911634279264 1614364912631715781 1614364913634624957 1614364914623010065 1614364915637788343 1614364916627604024 1614364917633571836 1614364918632105896 1614364919635485652 1614364920638336994 1614364921643854828 1614364922634468627 1614364923644025875 1614364924630958875 1614364925643007074 1614364926633094516 1614364927647096077 1614364928641721865 1614364929646869888 1614364930641446321 1614364931643397197 1614364932640120849 1614364933649391310 1614364934648056334 1614364935645857099 1614364936646310095 1614364937650150561 1614364938660795359 1614364939651977688 1614364940655402886 1614364941662775478 1614364942651454795 1614364943668918725 1614364944664031519 1614364945676116081 1614364946659649097 1614364947675946369 1614364948678097994 1614364949669613674 1614364950664403473 1614364951666217522 1614364952669974548 1614364953678916569 1614364954665314643 1614364955672801311 1614364956667284502 1614364957684581455 1614364958676154690 1614364959681671960 1614364960667823248 1614364961677959521 1614364962664915150 1614364963675363215 1614364964664822341 1614364965678499375 1614364966680705772 1614364967682623926 1614364968688940319 1614364969687088708 1614364970696219219 1614364971694426200 1614364972693554751 1614364973693383444 1614364974692324946 1614364975693867302 1614364976686180876 1614364977695063468 1614364978691665879 1614364979696535090 1614364980690775696 1614364981696992575 1614364982693070243 1614364983703991928 1614364984691785668 1614364985703214054 1614364986700323876 1614364987705039626 1614364988694669588 1614364989705937076 1614364990705504393 1614364991698047564 1614364992698519226 1614364993702458006],0
36.38.18.94,[4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660],[1614364894634007771 1614364895630157752 1614364896616589711 1614364897628161825 1614364898618673807 1614364899624746201 1614364900619427348 1614364901630763852 1614364902628241213 1614364903637421327 1614364904623402481 1614364905631613491 1614364906619841759 1614364907628553115 1614364908624126703 1614364909628073269 1614364910624810910 1614364911634279264 1614364912631715781 1614364913634624957 1614364914623010065 1614364915637788343 1614364916627604024 1614364917633571836 1614364918632105896 1614364919635485652 1614364920638336994 1614364921643854828 1614364922634468627 1614364923644025875 1614364924630958875 1614364925643007074 1614364926633094516 1614364927647096077 1614364928641721865 1614364929646869888 1614364930641446321 1614364931643397197 1614364932640120849 1614364933649391310 1614364934648056334 1614364935645857099 1614364936646310095 1614364937650150561 1614364938660795359 1614364939651977688 1614364940655402886 1614364941662775478 1614364942651454795 1614364943668918725 1614364944664031519 1614364945676116081 1614364946659649097 1614364947675946369 1614364948678097994 1614364949669613674 1614364950664403473 1614364951666217522 1614364952669974548 1614364953678916569 1614364954665314643 1614364955672801311 1614364956667284502 1614364957684581455 1614364958676154690 1614364959681671960 1614364960667823248 1614364961677959521 1614364962664915150 1614364963675363215 1614364964664822341 1614364965678499375 1614364966680705772 1614364967682623926 1614364968688940319 1614364969687088708 1614364970696219219 1614364971694426200 1614364972693554751 1614364973693383444 1614364974692324946 1614364975693867302 1614364976686180876 1614364977695063468 1614364978691665879 1614364979696535090 1614364980690775696 1614364981696992575 1614364982693070243 1614364983703991928 1614364984691785668 1614364985703214054 1614364986700323876 1614364987705039626 1614364988694669588 1614364989705937076 1614364990705504393 1614364991698047564 1614364992698519226 1614364993702458006],0
36.38.18.94,[4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660],[1614364894634007771 1614364895630157752 1614364896616589711 1614364897628161825 1614364898618673807 1614364899624746201 1614364900619427348 1614364901630763852 1614364902628241213 1614364903637421327 1614364904623402481 1614364905631613491 1614364906619841759 1614364907628553115 1614364908624126703 1614364909628073269 1614364910624810910 1614364911634279264 1614364912631715781 1614364913634624957 1614364914623010065 1614364915637788343 1614364916627604024 1614364917633571836 1614364918632105896 1614364919635485652 1614364920638336994 1614364921643854828 1614364922634468627 1614364923644025875 1614364924630958875 1614364925643007074 1614364926633094516 1614364927647096077 1614364928641721865 1614364929646869888 1614364930641446321 1614364931643397197 1614364932640120849 1614364933649391310 1614364934648056334 1614364935645857099 1614364936646310095 1614364937650150561 1614364938660795359 1614364939651977688 1614364940655402886 1614364941662775478 1614364942651454795 1614364943668918725 1614364944664031519 1614364945676116081 1614364946659649097 1614364947675946369 1614364948678097994 1614364949669613674 1614364950664403473 1614364951666217522 1614364952669974548 1614364953678916569 1614364954665314643 1614364955672801311 1614364956667284502 1614364957684581455 1614364958676154690 1614364959681671960 1614364960667823248 1614364961677959521 1614364962664915150 1614364963675363215 1614364964664822341 1614364965678499375 1614364966680705772 1614364967682623926 1614364968688940319 1614364969687088708 1614364970696219219 1614364971694426200 1614364972693554751 1614364973693383444 1614364974692324946 1614364975693867302 1614364976686180876 1614364977695063468 1614364978691665879 1614364979696535090 1614364980690775696 1614364981696992575 1614364982693070243 1614364983703991928 1614364984691785668 1614364985703214054 1614364986700323876 1614364987705039626 1614364988694669588 1614364989705937076 1614364990705504393 1614364991698047564 1614364992698519226 1614364993702458006],0
36.38.18.94,[4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660],[1614364894634007771 1614364895630157752 1614364896616589711 1614364897628161825 1614364898618673807 1614364899624746201 1614364900619427348 1614364901630763852 1614364902628241213 1614364903637421327 1614364904623402481 1614364905631613491 1614364906619841759 1614364907628553115 1614364908624126703 1614364909628073269 1614364910624810910 1614364911634279264 1614364912631715781 1614364913634624957 1614364914623010065 1614364915637788343 1614364916627604024 1614364917633571836 1614364918632105896 1614364919635485652 1614364920638336994 1614364921643854828 1614364922634468627 1614364923644025875 1614364924630958875 1614364925643007074 1614364926633094516 1614364927647096077 1614364928641721865 1614364929646869888 1614364930641446321 1614364931643397197 1614364932640120849 1614364933649391310 1614364934648056334 1614364935645857099 1614364936646310095 1614364937650150561 1614364938660795359 1614364939651977688 1614364940655402886 1614364941662775478 1614364942651454795 1614364943668918725 1614364944664031519 1614364945676116081 1614364946659649097 1614364947675946369 1614364948678097994 1614364949669613674 1614364950664403473 1614364951666217522 1614364952669974548 1614364953678916569 1614364954665314643 1614364955672801311 1614364956667284502 1614364957684581455 1614364958676154690 1614364959681671960 1614364960667823248 1614364961677959521 1614364962664915150 1614364963675363215 1614364964664822341 1614364965678499375 1614364966680705772 1614364967682623926 1614364968688940319 1614364969687088708 1614364970696219219 1614364971694426200 1614364972693554751 1614364973693383444 1614364974692324946 1614364975693867302 1614364976686180876 1614364977695063468 1614364978691665879 1614364979696535090 1614364980690775696 1614364981696992575 1614364982693070243 1614364983703991928 1614364984691785668 1614364985703214054 1614364986700323876 1614364987705039626 1614364988694669588 1614364989705937076 1614364990705504393 1614364991698047564 1614364992698519226 1614364993702458006],0
36.38.18.94,[4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660 4660],[1614364894634007771 1614364895630157752 1614364896616589711 1614364897628161825 1614364898618673807 1614364899624746201 1614364900619427348 1614364901630763852 1614364902628241213 1614364903637421327 1614364904623402481 1614364905631613491 1614364906619841759 1614364907628553115 1614364908624126703 1614364909628073269 1614364910624810910 1614364911634279264 1614364912631715781 1614364913634624957 1614364914623010065 1614364915637788343 1614364916627604024 1614364917633571836 1614364918632105896 1614364919635485652 1614364920638336994 1614364921643854828 1614364922634468627 1614364923644025875 1614364924630958875 1614364925643007074 1614364926633094516 1614364927647096077 1614364928641721865 1614364929646869888 1614364930641446321 1614364931643397197 1614364932640120849 1614364933649391310 1614364934648056334 1614364935645857099 1614364936646310095 1614364937650150561 1614364938660795359 1614364939651977688 1614364940655402886 1614364941662775478 1614364942651454795 1614364943668918725 1614364944664031519 1614364945676116081 1614364946659649097 1614364947675946369 1614364948678097994 1614364949669613674 1614364950664403473 1614364951666217522 1614364952669974548 1614364953678916569 1614364954665314643 1614364955672801311 1614364956667284502 1614364957684581455 1614364958676154690 1614364959681671960 1614364960667823248 1614364961677959521 1614364962664915150 1614364963675363215 1614364964664822341 1614364965678499375 1614364966680705772 1614364967682623926 1614364968688940319 1614364969687088708 1614364970696219219 1614364971694426200 1614364972693554751 1614364973693383444 1614364974692324946 1614364975693867302 1614364976686180876 1614364977695063468 1614364978691665879 1614364979696535090 1614364980690775696 1614364981696992575 1614364982693070243 1614364983703991928 1614364984691785668 1614364985703214054 1614364986700323876 1614364987705039626 1614364988694669588 1614364989705937076 1614364990705504393 1614364991698047564 1614364992698519226 1614364993702458006],0
